sample,type,density
451,Inside,1.79
451,Inside,0.71
451,Inside,0.649
451,Inside,1.004
451,Inside,0.343
451,Inside,0.818
451,Inside,0.372
451,Inside,1.266
451,Inside,0.715
451,Inside,0.67
451,Inside,1.109
451,Inside,0.633
451,Inside,0.485
451,Inside,0.599
451,Inside,0.633
451,Inside,0.973
451,Inside,0.3
451,Inside,1.13
451,Inside,0.526
451,Inside,0.71
451,Inside,1.568
451,Inside,0.856
451,Inside,0.557
451,Inside,1.115
451,Inside,0.67
451,Inside,0.3
451,Inside,1.266
451,Inside,0.947
451,Inside,1.083
451,Inside,1.454
451,Inside,0.599
451,Inside,0.599
451,Inside,1.19
451,Inside,0.447
451,Inside,0.372
451,Inside,0.3
451,Inside,0.883
451,Inside,0.447
451,Inside,0.685
451,Inside,0.372
451,Inside,0.557
451,Inside,1.083
451,Inside,0.353
451,Inside,0.685
451,Inside,1.383
451,Inside,0.743
451,Inside,0.557
451,Inside,1.13
451,Inside,0.485
451,Inside,1.246
451,Inside,0.532
451,Inside,0.415
451,Inside,0.485
451,Inside,0.526
451,Inside,0.485
451,Inside,0.605
451,Inside,1.913
451,Inside,1.639
451,Inside,3.735
451,Inside,0.415
451,Inside,1.014
451,Inside,0.3
451,Inside,0.633
451,Inside,0.831
451,Inside,0.947
451,Inside,0.526
451,Inside,0.599
451,Inside,0.415
451,Inside,0.372
451,Inside,0.633
451,Inside,0.599
451,Inside,0.71
451,Inside,0.784
451,Inside,0.3
451,Inside,0.899
451,Inside,0.447
451,Inside,1.961
451,Inside,0.3
451,Inside,1.154
451,Inside,1.227
451,Inside,0.372
451,Inside,1.998
451,Inside,0.532
451,Inside,0.71
451,Inside,0.715
451,Inside,0.372
451,Inside,0.929
451,Inside,1.154
451,Inside,0.447
451,Inside,0.3
451,Inside,1.29
451,Inside,1.08
451,Inside,0.969
451,Inside,0.973
451,Inside,0.784
451,Inside,1.29
451,Inside,0.856
451,Inside,0.343
451,Inside,0.599
451,Inside,2.641
451,Inside,1.13
451,Inside,0.868
451,Inside,1.561
451,Inside,0.3
451,Inside,0.557
451,Inside,1.181
451,Inside,0.557
451,Inside,1.817
451,Inside,2.032
451,Inside,2.16
451,Inside,3.897
451,Inside,0.549
451,Inside,1.14
451,Inside,1.687
451,Inside,0.549
451,Inside,0.366
451,Inside,1.113
451,Inside,0.517
451,Inside,0.704
451,Inside,1.137
451,Inside,0.999
451,Inside,2.203
451,Inside,0.66
451,Inside,0.477
451,Inside,1.025
451,Inside,1.137
451,Inside,1.431
451,Inside,8.579
451,Inside,1.067
451,Inside,4.844
451,Inside,0.366
451,Inside,0.441
451,Inside,0.915
451,Inside,1.216
451,Inside,8.107
451,Inside,1.362
451,Inside,0.477
451,Inside,6.771
451,Inside,1.528
451,Inside,0.441
451,Inside,3.675
451,Inside,1.811
451,Inside,1.048
451,Inside,1.098
451,Inside,0.337
451,Inside,6.709
451,Inside,0.954
451,Inside,0.477
451,Inside,1.457
451,Inside,0.366
451,Inside,1.342
451,Inside,0.549
451,Inside,1.371
451,Inside,1.917
451,Inside,1.977
451,Inside,3.783
451,Inside,1.702
451,Inside,1.18
451,Inside,0.776
451,Inside,2.07
451,Inside,0.477
451,Inside,1.227
451,Inside,3.217
451,Inside,1.294
451,Inside,1.475
451,Inside,1.137
451,Inside,0.441
451,Inside,0.549
451,Inside,0.549
451,Inside,2.148
451,Inside,0.517
451,Inside,10.939
451,Inside,0.675
451,Inside,0.366
451,Inside,0.337
451,Inside,0.337
451,Inside,6.33
451,Inside,0.441
451,Inside,4.042
451,Inside,6.372
451,Inside,1.025
451,Inside,0.732
451,Inside,1.354
451,Inside,0.699
451,Inside,0.704
451,Inside,6.008
451,Inside,0.366
451,Inside,13.066
451,Inside,0.999
451,Inside,10.333
451,Inside,0.704
451,Inside,4.18
451,Inside,1.098
451,Inside,14.403
451,Inside,0.477
451,Inside,0.366
451,Inside,0.549
451,Inside,1.246
451,Inside,2.161
451,Inside,1.098
451,Inside,0.441
451,Inside,5.751
451,Inside,0.59
451,Inside,2.671
451,Inside,0.59
451,Inside,5.383
451,Inside,0.337
451,Inside,1.249
451,Inside,1.839
451,Inside,0.337
451,Inside,0.66
451,Inside,0.954
451,Inside,0.441
451,Inside,4.479
451,Inside,0.933
451,Inside,6.001
451,Inside,0.366
451,Inside,1.464
451,Inside,7.172
451,Inside,1.067
451,Inside,0.933
451,Inside,0.881
451,Inside,0.772
451,Inside,0.954
451,Inside,0.818
451,Inside,0.885
451,Inside,0.366
451,Inside,1.208
451,Inside,0.885
451,Inside,1.14
451,Inside,0.999
451,Inside,0.881
451,Inside,0.59
451,Inside,0.517
451,Inside,7.069
451,Inside,5.655
451,Inside,0.549
451,Inside,0.337
451,Inside,7.94
451,Inside,0.477
451,Inside,0.366
451,Inside,0.477
451,Inside,0.66
451,Inside,1.067
451,Inside,0.477
451,Inside,1.064
451,Inside,0.842
451,Inside,0.366
451,Inside,0.66
451,Inside,0.337
451,Inside,0.915
451,Inside,0.549
451,Inside,12.867
451,Inside,0.549
451,Inside,1.829
451,Inside,1.464
451,Inside,1.687
451,Inside,1.657
451,Inside,0.366
451,Inside,0.477
451,Inside,0.958
451,Inside,2.012
451,Inside,1.502
451,Inside,0.366
451,Inside,2.408
451,Inside,0.772
451,Inside,0.477
451,Inside,0.623
451,Inside,1.787
451,Inside,0.66
451,Inside,2.127
451,Inside,0.59
451,Inside,4.942
451,Inside,8.181
451,Inside,0.885
451,Inside,1.614
451,Inside,0.842
451,Inside,7.931
451,Inside,0.704
451,Inside,0.842
451,Inside,0.842
451,Inside,2.494
451,Inside,0.59
451,Inside,1.636
451,Inside,1.475
451,Inside,1.025
451,Inside,3.119
451,Inside,2.68
451,Inside,0.477
451,Inside,0.933
451,Inside,0.549
451,Inside,0.772
451,Inside,2.965
451,Inside,0.885
451,Inside,0.366
451,Inside,1.294
451,Inside,2.882
451,Inside,0.699
451,Inside,1.429
451,Inside,0.549
451,Inside,4.189
451,Inside,1.614
451,Inside,0.366
451,Inside,3.115
451,Inside,1.163
451,Inside,0.477
451,Inside,1.657
451,Inside,0.366
451,Inside,1.281
451,Inside,0.337
451,Inside,1.249
451,Inside,0.366
451,Inside,1.294
451,Inside,1.537
451,Inside,1.354
451,Inside,2.097
451,Inside,1.18
451,Inside,0.772
451,Inside,0.337
451,Inside,1.504
451,Inside,1.227
451,Inside,2.956
451,Inside,1.227
451,Inside,0.623
451,Inside,0.366
451,Inside,0.337
451,Inside,0.337
451,Inside,0.915
451,Inside,1.025
451,Inside,1.762
451,Inside,2.012
451,Inside,0.623
451,Inside,2.201
451,Inside,0.772
451,Inside,0.337
451,Inside,0.818
451,Inside,0.477
451,Inside,4.05
451,Inside,1.319
451,Inside,0.441
451,Inside,1.612
451,Inside,1.817
451,Inside,1.362
451,Inside,0.549
451,Inside,1.208
451,Inside,8.86
451,Inside,0.366
451,Inside,0.885
451,Inside,0.732
451,Inside,0.549
451,Inside,0.66
451,Inside,1.137
451,Inside,1.408
451,Inside,0.337
451,Inside,0.66
451,Inside,0.772
451,Inside,1.734
451,Inside,0.732
451,Inside,0.999
451,Inside,0.732
451,Inside,0.366
451,Inside,0.59
451,Inside,7.948
451,Inside,0.59
451,Inside,0.549
451,Inside,2.655
451,Inside,6.588
451,Inside,1.657
451,Inside,1.45
451,Inside,1.429
451,Inside,0.441
451,Inside,0.549
451,Inside,0.477
451,Inside,7.555
451,Inside,0.549
451,Inside,0.477
451,Inside,0.337
451,Inside,0.549
451,Inside,0.704
451,Inside,0.954
451,Inside,1.048
451,Inside,0.441
451,Inside,0.772
451,Inside,0.732
451,Inside,0.954
451,Inside,0.732
451,Inside,2.643
451,Inside,0.885
451,Inside,0.999
451,Inside,1.294
451,Inside,0.66
451,Inside,1.431
451,Inside,0.842
451,Inside,3.11
451,Inside,1.18
451,Inside,1.687
451,Inside,1.025
451,Inside,0.842
451,Inside,0.549
451,Inside,0.772
451,Inside,0.772
451,Inside,0.704
451,Inside,1.025
451,Inside,0.704
451,Inside,0.818
451,Inside,1.294
451,Inside,0.954
451,Inside,1.408
451,Inside,1.249
451,Inside,0.337
451,Inside,0.915
451,Inside,0.337
451,Inside,20.215
451,Inside,0.366
451,Inside,0.549
451,Inside,0.441
451,Inside,0.366
451,Inside,1.025
451,Inside,1.917
451,Inside,4.991
451,Inside,0.337
451,Inside,5.533
451,Inside,1.18
451,Inside,0.441
451,Inside,1.025
451,Inside,0.477
451,Inside,1.025
451,Inside,0.366
451,Inside,3.79
451,Inside,0.66
451,Inside,0.366
451,Inside,0.818
451,Inside,0.999
451,Inside,1.398
451,Inside,0.337
451,Inside,1.589
451,Inside,0.549
451,Inside,0.933
451,Inside,0.477
451,Inside,1.281
451,Inside,1.137
451,Inside,2.052
451,Inside,1.035
451,Inside,1.646
451,Inside,1.342
451,Inside,13.653
451,Inside,1.067
451,Inside,0.549
451,Inside,0.989
451,Inside,5.28
451,Inside,0.772
451,Inside,0.549
451,Inside,1.811
451,Inside,0.549
451,Inside,2.691
451,Inside,2.54
451,Inside,0.477
451,Inside,0.366
451,Inside,1.726
451,Inside,1.025
451,Inside,1.025
451,Inside,3.472
451,Inside,1.067
451,Inside,0.772
451,Inside,4.56
451,Inside,3.519
451,Inside,1.612
451,Inside,1.726
451,Inside,2.638
451,Inside,1.281
451,Inside,1.249
451,Inside,0.441
451,Inside,0.477
451,Inside,7.298
451,Inside,3.354
451,Inside,2.326
451,Inside,1.249
451,Inside,0.366
451,Inside,0.366
451,Inside,1.246
451,Inside,0.933
451,Inside,0.441
451,Inside,1.574
451,Inside,0.477
451,Inside,0.441
451,Inside,9.19
451,Inside,0.337
451,Inside,1.294
451,Inside,0.772
451,Inside,1.137
451,Inside,1.113
451,Inside,0.441
451,Inside,0.66
451,Inside,0.699
451,Inside,0.66
451,Inside,1.249
451,Inside,0.699
451,Inside,0.441
451,Inside,1.657
451,Inside,1.749
451,Inside,0.337
451,Inside,1.749
451,Inside,0.366
451,Inside,0.806
451,Inside,2.68
451,Inside,5.892
451,Inside,1.025
451,Inside,0.954
451,Inside,0.623
451,Inside,10.318
451,Inside,0.776
451,Inside,1.319
451,Inside,1.354
451,Inside,1.249
451,Inside,2.905
451,Inside,5.103
451,Inside,0.441
451,Inside,0.549
451,Inside,0.477
451,Inside,8.809
451,Inside,2.743
451,Inside,1.371
451,Inside,1.528
451,Inside,0.549
451,Inside,1.612
451,Inside,4.649
451,Inside,1.137
451,Inside,0.337
451,Inside,7.736
451,Inside,0.477
451,Inside,0.441
451,Inside,1.544
451,Inside,0.477
451,Inside,0.337
451,Inside,0.59
451,Inside,0.477
451,Inside,1.18
451,Inside,0.954
451,Inside,1.137
451,Inside,0.337
451,Inside,0.999
451,Inside,0.441
451,Inside,1.431
451,Inside,6.177
451,Inside,6.916
451,Inside,10.55
451,Inside,7.488
451,Inside,0.337
451,Inside,0.704
451,Inside,0.366
451,Inside,0.772
451,Inside,2.423
451,Inside,0.477
451,Inside,0.337
451,Inside,9.098
451,Inside,0.772
451,Inside,0.772
451,Inside,0.337
451,Inside,1.952
451,Inside,0.366
451,Inside,1.502
451,Inside,1.227
451,Inside,0.806
451,Inside,2.148
451,Inside,1.751
451,Inside,4.466
451,Inside,7.738
451,Inside,0.59
451,Inside,1.025
451,Inside,1.997
451,Inside,0.477
451,Inside,0.366
451,Inside,1.45
451,Inside,0.441
451,Inside,0.776
451,Inside,4.32
451,Inside,0.704
451,Inside,3.063
451,Inside,3.017
451,Inside,0.806
451,Inside,0.704
451,Inside,0.477
451,Inside,0.59
451,Inside,0.441
451,Inside,0.549
451,Inside,0.704
451,Inside,0.842
451,Inside,0.623
451,Inside,0.441
451,Inside,0.772
451,Inside,0.999
451,Inside,0.366
451,Inside,0.732
451,Inside,0.477
451,Inside,0.818
451,Inside,5.755
451,Inside,1.064
451,Inside,0.549
451,Inside,1.171
451,Inside,0.732
451,Inside,0.366
451,Inside,1.796
451,Inside,1.227
451,Inside,1.137
451,Inside,0.66
451,Inside,2.021
451,Inside,0.881
451,Inside,0.366
451,Inside,0.699
451,Inside,0.337
451,Inside,1.098
451,Inside,0.477
451,Inside,0.366
451,Inside,0.337
451,Inside,0.441
451,Inside,0.989
451,Inside,1.839
451,Inside,0.549
451,Inside,2.488
451,Inside,0.441
451,Inside,0.954
451,Inside,0.441
451,Inside,0.441
451,Inside,2.68
451,Inside,0.776
451,Inside,1.294
451,Inside,0.477
451,Inside,1.342
451,Inside,0.66
451,Inside,5.676
451,Inside,2.178
451,Inside,0.66
451,Inside,11.654
451,Inside,0.885
451,Inside,0.59
451,Inside,0.549
451,Inside,0.549
451,Inside,5.542
451,Inside,0.933
451,Inside,0.477
451,Inside,0.477
451,Inside,0.477
451,Inside,0.366
451,Inside,0.337
451,Inside,5.469
451,Inside,1.398
451,Inside,1.574
451,Inside,1.281
451,Inside,3.44
451,Inside,0.59
451,Inside,0.477
451,Inside,0.66
451,Inside,0.59
451,Inside,2.021
451,Inside,0.842
451,Inside,0.337
451,Inside,3.228
451,Inside,0.59
451,Inside,0.549
451,Inside,0.59
451,Inside,6.081
451,Inside,0.66
451,Inside,0.66
451,Inside,0.477
451,Inside,1.726
451,Inside,0.337
451,Inside,0.732
451,Inside,0.337
451,Inside,0.366
451,Inside,5.469
451,Inside,5.196
451,Inside,0.623
451,Inside,1.726
451,Inside,0.337
451,Inside,2.927
451,Inside,0.732
451,Inside,5.959
451,Inside,0.732
451,Inside,0.366
451,Inside,0.59
451,Inside,1.098
451,Inside,0.441
451,Inside,1.702
451,Inside,1.281
451,Inside,0.337
451,Inside,1.866
451,Inside,6.53
451,Inside,0.704
451,Inside,0.549
451,Inside,0.772
451,Inside,0.337
451,Inside,0.933
451,Inside,3.88
451,Inside,0.915
451,Inside,1.18
451,Inside,0.954
451,Inside,1.113
451,Inside,8.825
451,Inside,1.048
451,Inside,1.408
451,Inside,0.441
451,Inside,0.704
451,Inside,1.669
451,Inside,4.355
451,Inside,0.366
451,Inside,0.477
451,Inside,0.337
451,Inside,5.721
451,Inside,0.366
451,Inside,4.863
451,Inside,9.589
451,Inside,0.477
451,Inside,0.337
451,Inside,0.66
451,Inside,0.954
451,Inside,1.208
451,Inside,2.538
451,Inside,0.337
451,Inside,1.504
451,Inside,0.441
451,Inside,0.477
451,Inside,1.294
451,Inside,1.067
451,Inside,0.366
451,Inside,0.441
451,Inside,0.59
451,Inside,3.594
451,Inside,5.612
451,Inside,3.697
451,Inside,0.623
451,Inside,0.441
451,Inside,0.337
451,Inside,6.415
451,Inside,0.772
451,Inside,2.226
451,Inside,0.366
451,Inside,0.337
451,Inside,0.549
451,Inside,0.772
451,Inside,3.552
451,Inside,0.441
451,Inside,0.59
451,Inside,0.623
451,Inside,0.59
451,Inside,0.477
451,Inside,1.636
451,Inside,0.477
451,Inside,2.65
451,Inside,2.235
451,Inside,0.881
451,Inside,1.702
451,Inside,0.549
451,Inside,1.025
451,Inside,0.59
451,Inside,1.319
451,Inside,1.216
451,Inside,0.337
451,Inside,3.846
451,Inside,1.098
451,Inside,2.975
451,Inside,2.012
451,Inside,0.477
451,Inside,0.441
451,Inside,0.704
451,Inside,5.009
451,Inside,0.818
451,Inside,1.025
451,Inside,0.337
451,Inside,1.493
451,Inside,0.59
451,Inside,0.842
451,Inside,1.064
451,Inside,1.796
451,Inside,8.331
451,Inside,0.441
451,Inside,0.477
451,Inside,0.772
451,Inside,0.477
451,Inside,1.362
451,Inside,0.441
451,Inside,0.933
451,Inside,0.954
451,Inside,0.885
451,Inside,2.065
451,Inside,0.754
451,Inside,0.842
451,Inside,0.441
451,Inside,0.477
451,Inside,0.477
451,Inside,1.607
451,Inside,0.337
451,Inside,0.477
451,Inside,1.657
451,Inside,1.431
451,Inside,0.441
451,Inside,0.885
451,Inside,10.436
451,Inside,0.885
451,Inside,0.337
451,Inside,0.366
451,Inside,0.477
451,Inside,1.787
451,Inside,14.312
451,Inside,1.636
451,Inside,0.66
451,Inside,0.441
451,Inside,0.337
451,Inside,0.549
451,Inside,0.549
451,Inside,0.441
451,Inside,0.441
451,Inside,0.732
451,Inside,0.366
451,Inside,0.441
451,Inside,0.549
451,Inside,0.549
451,Inside,2.562
451,Inside,0.66
451,Inside,0.881
451,Inside,1.137
451,Inside,0.477
451,Inside,0.989
451,Inside,2.619
451,Inside,1.796
451,Inside,0.337
451,Inside,0.337
451,Inside,1.457
451,Inside,0.337
451,Inside,0.59
451,Inside,0.477
451,Inside,0.337
451,Inside,0.366
451,Inside,0.623
451,Inside,2.201
451,Inside,0.477
451,Inside,0.772
451,Inside,0.66
451,Inside,0.337
451,Inside,0.66
451,Inside,0.366
451,Inside,0.477
451,Inside,0.549
451,Inside,0.549
451,Inside,0.337
451,Inside,0.337
451,Inside,0.549
451,Inside,0.441
451,Inside,2.086
451,Inside,1.249
451,Inside,0.772
451,Inside,0.517
451,Inside,8.006
451,Inside,1.398
451,Inside,0.477
451,Inside,0.337
451,Inside,0.477
451,Inside,0.441
451,Inside,0.623
451,Inside,4.069
451,Inside,0.366
451,Inside,1.208
451,Inside,0.366
451,Inside,0.549
451,Inside,1.829
451,Inside,0.885
451,Inside,5.097
451,Inside,0.989
451,Inside,0.66
451,Inside,3.969
451,Inside,0.441
451,Inside,0.885
451,Inside,0.842
451,Inside,0.366
451,Inside,0.549
451,Inside,0.549
451,Inside,0.881
451,Inside,16.785
451,Inside,1.113
451,Inside,0.915
451,Inside,1.757
451,Inside,19.476
451,Inside,1.067
451,Inside,0.806
451,Inside,0.842
451,Inside,1.354
451,Inside,1.113
451,Inside,0.549
451,Inside,1.614
451,Inside,3.339
451,Inside,1.18
451,Inside,0.699
451,Inside,0.366
451,Inside,0.732
451,Inside,5.433
451,Inside,1.227
451,Inside,5.742
451,Inside,0.772
451,Inside,1.249
451,Inside,0.842
451,Inside,0.337
451,Inside,1.646
451,Inside,0.881
451,Inside,1.612
451,Inside,0.885
451,Inside,0.806
451,Inside,0.885
451,Inside,0.549
451,Inside,4.283
451,Inside,1.371
451,Inside,2.021
451,Inside,0.337
451,Inside,0.337
451,Inside,0.59
451,Inside,0.366
451,Inside,0.441
451,Inside,1.249
451,Inside,0.441
451,Inside,1.362
451,Inside,9.522
451,Inside,1.025
451,Inside,0.776
451,Inside,0.337
451,Inside,1.294
451,Inside,1.889
451,Inside,10.084
451,Inside,0.366
451,Inside,0.441
451,Inside,0.549
451,Inside,1.945
451,Inside,0.441
451,Inside,0.337
451,Inside,0.441
451,Inside,2.72
451,Inside,0.623
451,Inside,0.366
451,Inside,0.549
451,Inside,0.59
451,Inside,0.59
451,Inside,0.59
451,Inside,4.589
451,Inside,0.954
451,Inside,0.623
451,Inside,0.337
451,Inside,0.549
451,Inside,0.337
451,Inside,3.434
451,Inside,0.999
451,Inside,0.337
451,Inside,0.549
451,Inside,1.163
451,Inside,0.441
451,Inside,0.366
451,Inside,1.025
451,Inside,0.441
451,Inside,1.18
451,Inside,0.772
451,Inside,0.477
451,Inside,0.806
451,Inside,0.366
451,Inside,0.842
451,Inside,0.59
451,Inside,2.526
451,Inside,1.208
451,Inside,2.31
451,Inside,0.842
451,Inside,0.337
451,Inside,0.954
451,Inside,1.025
451,Inside,1.319
451,Inside,0.477
451,Inside,0.441
451,Inside,3.44
451,Inside,0.366
451,Inside,7.783
451,Inside,0.337
451,Inside,0.477
451,Inside,0.732
451,Inside,0.477
451,Inside,4.435
451,Inside,0.366
451,Inside,0.915
451,Inside,0.842
451,Inside,0.337
451,Inside,1.839
451,Inside,1.58
451,Inside,18.228
451,Inside,1.398
451,Inside,5.927
451,Inside,0.842
451,Inside,7.804
451,Inside,0.366
451,Inside,1.113
451,Inside,1.113
451,Inside,0.842
451,Inside,4.254
451,Inside,1.208
451,Inside,0.59
451,Inside,1.657
451,Inside,3.257
451,Inside,1.294
451,Inside,8.671
451,Inside,1.475
451,Inside,0.441
451,Inside,0.549
451,Inside,0.933
451,Inside,2.226
451,Inside,0.366
451,Inside,0.441
451,Inside,0.958
451,Inside,0.337
451,Inside,0.337
451,Inside,0.337
451,Inside,0.477
451,Inside,0.59
451,Inside,0.441
451,Inside,4.743
451,Inside,3.405
451,Inside,0.806
451,Inside,1.979
451,Inside,0.596
451,Inside,4.794
451,Inside,1.025
451,Inside,0.776
451,Inside,1.322
451,Inside,0.999
451,Inside,0.772
451,Inside,1.281
451,Inside,1.504
451,Inside,0.881
451,Inside,1.431
451,Inside,0.66
451,Inside,0.477
451,Inside,0.337
451,Inside,4.927
451,Inside,1.657
451,Inside,1.294
451,Inside,0.989
451,Inside,0.59
451,Inside,0.66
451,Inside,1.657
451,Inside,1.802
451,Inside,1.098
451,Inside,0.704
451,Inside,0.885
451,Inside,0.477
451,Inside,2.148
451,Inside,0.732
451,Inside,0.954
451,Inside,1.216
451,Inside,0.477
451,Inside,0.441
451,Inside,7.392
451,Inside,0.885
451,Inside,1.589
451,Inside,0.477
451,Inside,0.337
451,Inside,1.137
451,Inside,0.885
451,Inside,0.915
451,Inside,0.441
451,Inside,0.337
451,Inside,0.366
451,Inside,1.294
451,Inside,3.452
451,Inside,0.477
451,Inside,1.064
451,Inside,2.441
451,Inside,0.337
451,Inside,1.757
451,Inside,0.337
451,Inside,10.456
451,Inside,0.842
451,Inside,0.366
451,Inside,6.132
451,Inside,1.098
451,Inside,0.366
451,Inside,4.654
451,Inside,1.504
451,Inside,0.59
451,Inside,1.354
451,Inside,0.477
451,Inside,0.337
451,Inside,0.366
451,Inside,10.996
451,Inside,1.064
451,Inside,1.18
451,Inside,0.66
451,Inside,1.464
451,Inside,6.454
451,Inside,0.366
451,Inside,0.59
451,Inside,2.556
451,Inside,1.464
451,Inside,4.268
451,Inside,0.772
451,Inside,0.732
451,Inside,0.806
451,Inside,2.484
451,Inside,0.337
451,Inside,1.025
451,Inside,1.429
451,Inside,2.504
451,Inside,1.757
451,Inside,2.305
451,Inside,1.342
451,Inside,0.549
451,Inside,0.933
451,Inside,0.66
451,Inside,0.366
451,Inside,0.477
451,Inside,5.648
451,Inside,0.366
451,Inside,1.869
451,Inside,0.477
451,Inside,0.337
451,Inside,2.484
451,Inside,0.477
451,Inside,2.343
451,Inside,0.549
451,Inside,4.293
451,Inside,0.477
451,Inside,0.477
451,Inside,1.137
451,Inside,1.572
451,Inside,1.612
